distance,contrast,probe,eye,individual
185,1.786491773,lens3_191,LE1,191_14
190,1.829818349,lens3_191,LE1,191_14
195,1.845333657,lens3_191,LE1,191_14
200,1.827550912,lens3_191,LE1,191_14
205,1.801214027,lens3_191,LE1,191_14
210,1.779322879,lens3_191,LE1,191_14
215,1.760985281,lens3_191,LE1,191_14
220,1.749263318,lens3_191,LE1,191_14
225,1.749359746,lens3_191,LE1,191_14
230,1.788779825,lens3_191,LE1,191_14
235,1.824556783,lens3_191,LE1,191_14
240,1.854226821,lens3_191,LE1,191_14
245,1.895088381,lens3_191,LE1,191_14
250,1.903976202,lens3_191,LE1,191_14
255,1.881995895,lens3_191,LE1,191_14
260,1.867637592,lens3_191,LE1,191_14
265,1.866362118,lens3_191,LE1,191_14
270,1.883846287,lens3_191,LE1,191_14
275,1.927415766,lens3_191,LE1,191_14
280,1.994821958,lens3_191,LE1,191_14
285,2.050179144,lens3_191,LE1,191_14
290,2.076489281,lens3_191,LE1,191_14
295,2.110991081,lens3_191,LE1,191_14
300,2.08469684,lens3_191,LE1,191_14
305,2.074927379,lens3_191,LE1,191_14
310,2.056668754,lens3_191,LE1,191_14
315,2.012836094,lens3_191,LE1,191_14
320,2.046341659,lens3_191,LE1,191_14
325,2.066574737,lens3_191,LE1,191_14
330,2.108069535,lens3_191,LE1,191_14
335,2.162792558,lens3_191,LE1,191_14
340,2.208846108,lens3_191,LE1,191_14
345,2.28437801,lens3_191,LE1,191_14
350,2.342567026,lens3_191,LE1,191_14
355,2.35775046,lens3_191,LE1,191_14
360,2.370177339,lens3_191,LE1,191_14
365,2.370979826,lens3_191,LE1,191_14
370,2.369238445,lens3_191,LE1,191_14
375,2.331930449,lens3_191,LE1,191_14
380,2.320098386,lens3_191,LE1,191_14
385,2.264662212,lens3_191,LE1,191_14
390,2.261936038,lens3_191,LE1,191_14
395,2.252494382,lens3_191,LE1,191_14
400,2.251012265,lens3_191,LE1,191_14
405,2.265708428,lens3_191,LE1,191_14
410,2.279276247,lens3_191,LE1,191_14
415,2.274261622,lens3_191,LE1,191_14
420,2.276179198,lens3_191,LE1,191_14
425,2.287890456,lens3_191,LE1,191_14
430,2.293870294,lens3_191,LE1,191_14
435,2.2840179,lens3_191,LE1,191_14
440,2.30085291,lens3_191,LE1,191_14
445,2.313610724,lens3_191,LE1,191_14
450,2.338272778,lens3_191,LE1,191_14
455,2.356902015,lens3_191,LE1,191_14
460,2.377481483,lens3_191,LE1,191_14
465,2.399133437,lens3_191,LE1,191_14
470,2.415339024,lens3_191,LE1,191_14
475,2.406790254,lens3_191,LE1,191_14
480,2.382543562,lens3_191,LE1,191_14
485,2.345985467,lens3_191,LE1,191_14
490,2.303866853,lens3_191,LE1,191_14
495,2.239603893,lens3_191,LE1,191_14
500,2.168978231,lens3_191,LE1,191_14
505,2.109147257,lens3_191,LE1,191_14
510,2.015225518,lens3_191,LE1,191_14
515,1.989576487,lens3_191,LE1,191_14
520,1.979147794,lens3_191,LE1,191_14
525,1.95933545,lens3_191,LE1,191_14
530,1.957234783,lens3_191,LE1,191_14
535,1.943714532,lens3_191,LE1,191_14
540,1.912671617,lens3_191,LE1,191_14
545,1.895623574,lens3_191,LE1,191_14
185,1.723079669,lens3_191,RE1,191_14
190,1.772203008,lens3_191,RE1,191_14
195,1.784277402,lens3_191,RE1,191_14
200,1.814612674,lens3_191,RE1,191_14
205,1.833456845,lens3_191,RE1,191_14
210,1.850460941,lens3_191,RE1,191_14
215,1.87866669,lens3_191,RE1,191_14
220,1.934708919,lens3_191,RE1,191_14
225,1.946987472,lens3_191,RE1,191_14
230,1.972994041,lens3_191,RE1,191_14
235,1.977643037,lens3_191,RE1,191_14
240,1.98323379,lens3_191,RE1,191_14
245,1.962273521,lens3_191,RE1,191_14
250,1.976391109,lens3_191,RE1,191_14
255,1.982997124,lens3_191,RE1,191_14
260,1.992716999,lens3_191,RE1,191_14
265,2.005617924,lens3_191,RE1,191_14
270,2.034880975,lens3_191,RE1,191_14
275,2.105927636,lens3_191,RE1,191_14
280,2.133950799,lens3_191,RE1,191_14
285,2.151330771,lens3_191,RE1,191_14
290,2.198390758,lens3_191,RE1,191_14
295,2.254838905,lens3_191,RE1,191_14
300,2.298482609,lens3_191,RE1,191_14
305,2.304698531,lens3_191,RE1,191_14
310,2.320123925,lens3_191,RE1,191_14
315,2.311425401,lens3_191,RE1,191_14
320,2.411292699,lens3_191,RE1,191_14
325,2.508105668,lens3_191,RE1,191_14
330,2.578908575,lens3_191,RE1,191_14
335,2.602145124,lens3_191,RE1,191_14
340,2.562109657,lens3_191,RE1,191_14
345,2.543717423,lens3_191,RE1,191_14
350,2.527649162,lens3_191,RE1,191_14
355,2.533795765,lens3_191,RE1,191_14
360,2.542753518,lens3_191,RE1,191_14
365,2.586989017,lens3_191,RE1,191_14
370,2.7015575,lens3_191,RE1,191_14
375,2.803501378,lens3_191,RE1,191_14
380,2.858920907,lens3_191,RE1,191_14
385,2.936985969,lens3_191,RE1,191_14
390,3.025345596,lens3_191,RE1,191_14
395,3.099241464,lens3_191,RE1,191_14
400,3.14891349,lens3_191,RE1,191_14
405,3.131745381,lens3_191,RE1,191_14
410,3.042737691,lens3_191,RE1,191_14
415,2.931266269,lens3_191,RE1,191_14
420,2.819024736,lens3_191,RE1,191_14
425,2.720269064,lens3_191,RE1,191_14
430,2.66966977,lens3_191,RE1,191_14
435,2.579535769,lens3_191,RE1,191_14
440,2.503491775,lens3_191,RE1,191_14
445,2.437316868,lens3_191,RE1,191_14
450,2.341853875,lens3_191,RE1,191_14
455,2.296133414,lens3_191,RE1,191_14
460,2.243020533,lens3_191,RE1,191_14
465,2.24891101,lens3_191,RE1,191_14
470,2.241787704,lens3_191,RE1,191_14
475,2.2235876,lens3_191,RE1,191_14
480,2.190340954,lens3_191,RE1,191_14
485,2.170962665,lens3_191,RE1,191_14
490,2.133081194,lens3_191,RE1,191_14
495,2.120015961,lens3_191,RE1,191_14
500,2.103894288,lens3_191,RE1,191_14
505,2.093301523,lens3_191,RE1,191_14
510,2.10521883,lens3_191,RE1,191_14
515,2.082227987,lens3_191,RE1,191_14
520,2.074463101,lens3_191,RE1,191_14
525,2.061301231,lens3_191,RE1,191_14
530,2.055581434,lens3_191,RE1,191_14
535,2.024813108,lens3_191,RE1,191_14
540,2.028336992,lens3_191,RE1,191_14
545,2.014446018,lens3_191,RE1,191_14
550,2.00907321,lens3_191,RE1,191_14
555,1.994404806,lens3_191,RE1,191_14
560,1.990741579,lens3_191,RE1,191_14
565,1.968042721,lens3_191,RE1,191_14
570,1.969316142,lens3_191,RE1,191_14
575,1.939191063,lens3_191,RE1,191_14
580,1.917112422,lens3_191,RE1,191_14
585,1.925244137,lens3_191,RE1,191_14
590,1.891082604,lens3_191,RE1,191_14
185,2.098516494,lens3_191,LE1,191_15
190,2.119923812,lens3_191,LE1,191_15
195,2.117779779,lens3_191,LE1,191_15
200,2.110096579,lens3_191,LE1,191_15
205,2.131673112,lens3_191,LE1,191_15
210,2.141138175,lens3_191,LE1,191_15
215,2.149947122,lens3_191,LE1,191_15
220,2.173153254,lens3_191,LE1,191_15
225,2.16413266,lens3_191,LE1,191_15
230,2.151742809,lens3_191,LE1,191_15
235,2.157689215,lens3_191,LE1,191_15
240,2.152413775,lens3_191,LE1,191_15
245,2.158650647,lens3_191,LE1,191_15
250,2.157153678,lens3_191,LE1,191_15
255,2.135678144,lens3_191,LE1,191_15
260,2.149467142,lens3_191,LE1,191_15
265,2.174439244,lens3_191,LE1,191_15
270,2.258394622,lens3_191,LE1,191_15
275,2.26089392,lens3_191,LE1,191_15
280,2.288309222,lens3_191,LE1,191_15
285,2.303243959,lens3_191,LE1,191_15
290,2.294746596,lens3_191,LE1,191_15
295,2.286259875,lens3_191,LE1,191_15
300,2.293574108,lens3_191,LE1,191_15
305,2.284523976,lens3_191,LE1,191_15
310,2.301885012,lens3_191,LE1,191_15
315,2.31577862,lens3_191,LE1,191_15
320,2.302903998,lens3_191,LE1,191_15
325,2.403495097,lens3_191,LE1,191_15
330,2.400813196,lens3_191,LE1,191_15
335,2.429511369,lens3_191,LE1,191_15
340,2.426307395,lens3_191,LE1,191_15
345,2.442901593,lens3_191,LE1,191_15
350,2.443213401,lens3_191,LE1,191_15
355,2.456484359,lens3_191,LE1,191_15
360,2.454988289,lens3_191,LE1,191_15
365,2.44752412,lens3_191,LE1,191_15
370,2.440845073,lens3_191,LE1,191_15
375,2.443289888,lens3_191,LE1,191_15
380,2.431520936,lens3_191,LE1,191_15
385,2.440096604,lens3_191,LE1,191_15
390,2.45904578,lens3_191,LE1,191_15
395,2.438598658,lens3_191,LE1,191_15
400,2.431882299,lens3_191,LE1,191_15
405,2.391311335,lens3_191,LE1,191_15
410,2.402327333,lens3_191,LE1,191_15
415,2.344841932,lens3_191,LE1,191_15
420,2.30005322,lens3_191,LE1,191_15
425,2.288887143,lens3_191,LE1,191_15
430,2.244414277,lens3_191,LE1,191_15
435,2.191264999,lens3_191,LE1,191_15
440,2.147527273,lens3_191,LE1,191_15
445,2.125506944,lens3_191,LE1,191_15
450,2.135779062,lens3_191,LE1,191_15
455,2.112069384,lens3_191,LE1,191_15
460,2.095875924,lens3_191,LE1,191_15
465,2.087493914,lens3_191,LE1,191_15
470,2.06314616,lens3_191,LE1,191_15
475,2.057702252,lens3_191,LE1,191_15
480,2.034756244,lens3_191,LE1,191_15
485,2.035244431,lens3_191,LE1,191_15
490,2.008388481,lens3_191,LE1,191_15
495,1.998354744,lens3_191,LE1,191_15
500,1.994132678,lens3_191,LE1,191_15
185,2.236485413,lens3_191,RE1,191_15
190,2.336351032,lens3_191,RE1,191_15
195,2.37385586,lens3_191,RE1,191_15
200,2.358152493,lens3_191,RE1,191_15
205,2.345955448,lens3_191,RE1,191_15
210,2.308634603,lens3_191,RE1,191_15
215,2.305532577,lens3_191,RE1,191_15
220,2.32735649,lens3_191,RE1,191_15
225,2.363610362,lens3_191,RE1,191_15
230,2.385239498,lens3_191,RE1,191_15
235,2.420935954,lens3_191,RE1,191_15
240,2.468052221,lens3_191,RE1,191_15
245,2.534648217,lens3_191,RE1,191_15
250,2.650820779,lens3_191,RE1,191_15
255,2.666729997,lens3_191,RE1,191_15
260,2.677068326,lens3_191,RE1,191_15
265,2.650645784,lens3_191,RE1,191_15
270,2.635680461,lens3_191,RE1,191_15
275,2.580689379,lens3_191,RE1,191_15
280,2.566595813,lens3_191,RE1,191_15
285,2.562965146,lens3_191,RE1,191_15
290,2.538559853,lens3_191,RE1,191_15
295,2.582235102,lens3_191,RE1,191_15
300,2.625109781,lens3_191,RE1,191_15
305,2.649242869,lens3_191,RE1,191_15
310,2.64257331,lens3_191,RE1,191_15
315,2.644498932,lens3_191,RE1,191_15
320,2.654126757,lens3_191,RE1,191_15
325,2.640464165,lens3_191,RE1,191_15
330,2.707646334,lens3_191,RE1,191_15
335,2.807276515,lens3_191,RE1,191_15
340,2.801882227,lens3_191,RE1,191_15
345,2.882290785,lens3_191,RE1,191_15
350,2.896185437,lens3_191,RE1,191_15
355,2.828421791,lens3_191,RE1,191_15
360,2.71655181,lens3_191,RE1,191_15
365,2.635331419,lens3_191,RE1,191_15
370,2.602460885,lens3_191,RE1,191_15
375,2.584654476,lens3_191,RE1,191_15
380,2.558948499,lens3_191,RE1,191_15
385,2.562504147,lens3_191,RE1,191_15
390,2.575630615,lens3_191,RE1,191_15
395,2.559504272,lens3_191,RE1,191_15
400,2.502760095,lens3_191,RE1,191_15
405,2.469899239,lens3_191,RE1,191_15
410,2.470920557,lens3_191,RE1,191_15
415,2.436219655,lens3_191,RE1,191_15
420,2.41985292,lens3_191,RE1,191_15
425,2.375591978,lens3_191,RE1,191_15
430,2.360682046,lens3_191,RE1,191_15
435,2.285790675,lens3_191,RE1,191_15
440,2.255132833,lens3_191,RE1,191_15
445,2.213444872,lens3_191,RE1,191_15
450,2.195711369,lens3_191,RE1,191_15
455,2.200046361,lens3_191,RE1,191_15
460,2.183666432,lens3_191,RE1,191_15
185,1.596106444,lens3_191,LE1,191_16
190,1.648693386,lens3_191,LE1,191_16
195,1.653668519,lens3_191,LE1,191_16
200,1.663628782,lens3_191,LE1,191_16
205,1.677088674,lens3_191,LE1,191_16
210,1.685196754,lens3_191,LE1,191_16
215,1.693693565,lens3_191,LE1,191_16
220,1.705110635,lens3_191,LE1,191_16
225,1.716372026,lens3_191,LE1,191_16
230,1.730072632,lens3_191,LE1,191_16
235,1.715846773,lens3_191,LE1,191_16
240,1.708328053,lens3_191,LE1,191_16
245,1.729077265,lens3_191,LE1,191_16
250,1.736233633,lens3_191,LE1,191_16
255,1.749952603,lens3_191,LE1,191_16
260,1.764554804,lens3_191,LE1,191_16
265,1.797048789,lens3_191,LE1,191_16
270,1.812822878,lens3_191,LE1,191_16
275,1.826195923,lens3_191,LE1,191_16
280,1.854157165,lens3_191,LE1,191_16
285,1.840898934,lens3_191,LE1,191_16
290,1.862679648,lens3_191,LE1,191_16
295,1.872195722,lens3_191,LE1,191_16
300,1.886397085,lens3_191,LE1,191_16
305,1.888900474,lens3_191,LE1,191_16
310,1.904390051,lens3_191,LE1,191_16
315,1.917262394,lens3_191,LE1,191_16
320,1.954612782,lens3_191,LE1,191_16
325,1.985600827,lens3_191,LE1,191_16
330,2.006470998,lens3_191,LE1,191_16
335,2.046192246,lens3_191,LE1,191_16
340,2.073140342,lens3_191,LE1,191_16
345,2.086566136,lens3_191,LE1,191_16
350,2.082772408,lens3_191,LE1,191_16
355,2.05995066,lens3_191,LE1,191_16
360,2.047214252,lens3_191,LE1,191_16
365,2.051658743,lens3_191,LE1,191_16
370,2.082850086,lens3_191,LE1,191_16
375,2.11170837,lens3_191,LE1,191_16
380,2.143450215,lens3_191,LE1,191_16
385,2.192150051,lens3_191,LE1,191_16
390,2.202648046,lens3_191,LE1,191_16
395,2.18961341,lens3_191,LE1,191_16
400,2.186218002,lens3_191,LE1,191_16
405,2.154607547,lens3_191,LE1,191_16
410,2.15004262,lens3_191,LE1,191_16
415,2.157274538,lens3_191,LE1,191_16
420,2.11464024,lens3_191,LE1,191_16
425,2.119334307,lens3_191,LE1,191_16
430,2.115764998,lens3_191,LE1,191_16
435,2.126813112,lens3_191,LE1,191_16
440,2.124844702,lens3_191,LE1,191_16
445,2.145777664,lens3_191,LE1,191_16
450,2.142479134,lens3_191,LE1,191_16
455,2.141393959,lens3_191,LE1,191_16
460,2.19475641,lens3_191,LE1,191_16
465,2.235305777,lens3_191,LE1,191_16
470,2.230781893,lens3_191,LE1,191_16
475,2.235869904,lens3_191,LE1,191_16
480,2.204536273,lens3_191,LE1,191_16
485,2.200431099,lens3_191,LE1,191_16
490,2.15925478,lens3_191,LE1,191_16
495,2.164288983,lens3_191,LE1,191_16
500,2.138808828,lens3_191,LE1,191_16
505,2.112155592,lens3_191,LE1,191_16
510,2.08487448,lens3_191,LE1,191_16
515,2.017740716,lens3_191,LE1,191_16
520,1.970545513,lens3_191,LE1,191_16
525,1.963926756,lens3_191,LE1,191_16
530,1.968074257,lens3_191,LE1,191_16
535,1.99234858,lens3_191,LE1,191_16
540,1.98498351,lens3_191,LE1,191_16
545,2.017381866,lens3_191,LE1,191_16
550,2.029099983,lens3_191,LE1,191_16
555,2.029509155,lens3_191,LE1,191_16
560,2.012974086,lens3_191,LE1,191_16
565,2.003415306,lens3_191,LE1,191_16
570,2.002060375,lens3_191,LE1,191_16
575,1.990961272,lens3_191,LE1,191_16
580,1.98452771,lens3_191,LE1,191_16
585,1.963354393,lens3_191,LE1,191_16
590,1.96326423,lens3_191,LE1,191_16
185,1.319066667,lens3_191,RE1,191_16
190,1.316633333,lens3_191,RE1,191_16
195,1.3298,lens3_191,RE1,191_16
200,1.3523,lens3_191,RE1,191_16
205,1.373366667,lens3_191,RE1,191_16
210,1.379233333,lens3_191,RE1,191_16
215,1.388166667,lens3_191,RE1,191_16
220,1.3963,lens3_191,RE1,191_16
225,1.415666667,lens3_191,RE1,191_16
230,1.428566667,lens3_191,RE1,191_16
235,1.4461,lens3_191,RE1,191_16
240,1.480666667,lens3_191,RE1,191_16
245,1.5059,lens3_191,RE1,191_16
250,1.528333333,lens3_191,RE1,191_16
255,1.561766667,lens3_191,RE1,191_16
260,1.560233333,lens3_191,RE1,191_16
265,1.555433333,lens3_191,RE1,191_16
270,1.575366667,lens3_191,RE1,191_16
275,1.574733333,lens3_191,RE1,191_16
280,1.576766667,lens3_191,RE1,191_16
285,1.585766667,lens3_191,RE1,191_16
290,1.602066667,lens3_191,RE1,191_16
295,1.6224,lens3_191,RE1,191_16
300,1.623066667,lens3_191,RE1,191_16
305,1.6315,lens3_191,RE1,191_16
310,1.656966667,lens3_191,RE1,191_16
315,1.669366667,lens3_191,RE1,191_16
320,1.679933333,lens3_191,RE1,191_16
325,1.6862,lens3_191,RE1,191_16
330,1.701766667,lens3_191,RE1,191_16
335,1.732466667,lens3_191,RE1,191_16
340,1.744633333,lens3_191,RE1,191_16
345,1.7642,lens3_191,RE1,191_16
350,1.773666667,lens3_191,RE1,191_16
355,1.803333333,lens3_191,RE1,191_16
360,1.783166667,lens3_191,RE1,191_16
365,1.8163,lens3_191,RE1,191_16
370,1.861033333,lens3_191,RE1,191_16
375,1.8605,lens3_191,RE1,191_16
380,1.8541,lens3_191,RE1,191_16
385,1.829566667,lens3_191,RE1,191_16
390,1.826066667,lens3_191,RE1,191_16
395,1.793966667,lens3_191,RE1,191_16
400,1.791366667,lens3_191,RE1,191_16
405,1.7969,lens3_191,RE1,191_16
410,1.815566667,lens3_191,RE1,191_16
415,1.802566667,lens3_191,RE1,191_16
420,1.825733333,lens3_191,RE1,191_16
425,1.944533333,lens3_191,RE1,191_16
430,2.025566667,lens3_191,RE1,191_16
435,2.062333333,lens3_191,RE1,191_16
440,2.1199,lens3_191,RE1,191_16
445,2.168866667,lens3_191,RE1,191_16
450,2.2144,lens3_191,RE1,191_16
455,2.302633333,lens3_191,RE1,191_16
460,2.2894,lens3_191,RE1,191_16
465,2.2404,lens3_191,RE1,191_16
470,2.165233333,lens3_191,RE1,191_16
475,2.152533333,lens3_191,RE1,191_16
480,2.083466667,lens3_191,RE1,191_16
485,2.0521,lens3_191,RE1,191_16
490,2.0388,lens3_191,RE1,191_16
495,2.0369,lens3_191,RE1,191_16
500,1.9427,lens3_191,RE1,191_16
505,1.9018,lens3_191,RE1,191_16
510,1.920833333,lens3_191,RE1,191_16
515,1.954966667,lens3_191,RE1,191_16
520,1.9775,lens3_191,RE1,191_16
525,1.973933333,lens3_191,RE1,191_16
530,1.951166667,lens3_191,RE1,191_16
535,1.946333333,lens3_191,RE1,191_16
540,1.898233333,lens3_191,RE1,191_16
545,1.8967,lens3_191,RE1,191_16
550,1.895266667,lens3_191,RE1,191_16
555,1.943966667,lens3_191,RE1,191_16
560,2.0052,lens3_191,RE1,191_16
565,2.052066667,lens3_191,RE1,191_16
570,2.050866667,lens3_191,RE1,191_16
575,2.0755,lens3_191,RE1,191_16
580,2.074466667,lens3_191,RE1,191_16
585,2.075633333,lens3_191,RE1,191_16
590,2.093466667,lens3_191,RE1,191_16
185,1.80286279,control,RE1,C10
190,1.8210751,control,RE1,C10
195,1.83582052,control,RE1,C10
200,1.85857385,control,RE1,C10
205,1.88678685,control,RE1,C10
210,1.90027177,control,RE1,C10
215,1.93591929,control,RE1,C10
220,1.98364901,control,RE1,C10
225,2.0243255,control,RE1,C10
230,2.08297673,control,RE1,C10
235,2.12407349,control,RE1,C10
240,2.17127638,control,RE1,C10
245,2.18645901,control,RE1,C10
250,2.22265383,control,RE1,C10
255,2.25404881,control,RE1,C10
260,2.27774504,control,RE1,C10
265,2.28370207,control,RE1,C10
270,2.30819882,control,RE1,C10
275,2.35224845,control,RE1,C10
280,2.40104931,control,RE1,C10
285,2.44333043,control,RE1,C10
290,2.48946427,control,RE1,C10
295,2.50494155,control,RE1,C10
300,2.52864685,control,RE1,C10
305,2.50900713,control,RE1,C10
310,2.53011796,control,RE1,C10
315,2.52659342,control,RE1,C10
320,2.53034103,control,RE1,C10
325,2.53922076,control,RE1,C10
330,2.54611837,control,RE1,C10
335,2.57458168,control,RE1,C10
340,2.65014116,control,RE1,C10
345,2.69032551,control,RE1,C10
350,2.71408433,control,RE1,C10
355,2.73685597,control,RE1,C10
360,2.77432229,control,RE1,C10
365,2.84851459,control,RE1,C10
370,2.90407325,control,RE1,C10
375,2.9640718,control,RE1,C10
380,3.02690453,control,RE1,C10
385,3.11792675,control,RE1,C10
390,3.18277556,control,RE1,C10
395,3.25527358,control,RE1,C10
400,3.38964873,control,RE1,C10
405,3.46096781,control,RE1,C10
410,3.57013626,control,RE1,C10
415,3.71082081,control,RE1,C10
420,3.81929133,control,RE1,C10
425,3.96960087,control,RE1,C10
430,4.11212674,control,RE1,C10
435,4.18656159,control,RE1,C10
440,4.32926848,control,RE1,C10
445,4.45341329,control,RE1,C10
450,4.57883089,control,RE1,C10
455,4.635289,control,RE1,C10
460,4.63498354,control,RE1,C10
465,4.60353169,control,RE1,C10
470,4.53631403,control,RE1,C10
475,4.41483844,control,RE1,C10
480,4.27576413,control,RE1,C10
485,4.11788561,control,RE1,C10
490,4.02064341,control,RE1,C10
495,4.04764624,control,RE1,C10
500,4.03792951,control,RE1,C10
505,4.05574817,control,RE1,C10
510,4.02350753,control,RE1,C10
515,4.04561433,control,RE1,C10
520,4.01709622,control,RE1,C10
525,3.95395679,control,RE1,C10
530,3.84717134,control,RE1,C10
535,3.75594015,control,RE1,C10
540,3.6898269,control,RE1,C10
545,3.62666057,control,RE1,C10
550,3.5576808,control,RE1,C10
555,3.50614401,control,RE1,C10
560,3.48141449,control,RE1,C10
565,3.42805292,control,RE1,C10
570,3.35406858,control,RE1,C10
575,3.32665231,control,RE1,C10
580,3.24548325,control,RE1,C10
585,3.15829887,control,RE1,C10
590,3.06949333,control,RE1,C10
595,2.9966405,control,RE1,C10
600,2.90513183,control,RE1,C10
605,2.84366849,control,RE1,C10
610,2.72094011,control,RE1,C10
615,2.69333967,control,RE1,C10
620,2.60062357,control,RE1,C10
625,2.53207429,control,RE1,C10
630,2.45964711,control,RE1,C10
635,2.40013383,control,RE1,C10
640,2.37345472,control,RE1,C10
645,2.32772405,control,RE1,C10
650,2.32571124,control,RE1,C10
655,2.29562738,control,RE1,C10
660,2.2927785,control,RE1,C10
665,2.26529808,control,RE1,C10
670,2.23774658,control,RE1,C10
675,2.22908279,control,RE1,C10
185,2.76563525,control,LE1,C11
190,2.72351405,control,LE1,C11
195,2.68830006,control,LE1,C11
200,2.64949265,control,LE1,C11
205,2.61033308,control,LE1,C11
210,2.63629758,control,LE1,C11
215,2.69065431,control,LE1,C11
220,2.76467639,control,LE1,C11
225,2.89476341,control,LE1,C11
230,3.01068883,control,LE1,C11
235,3.11670704,control,LE1,C11
240,3.18875281,control,LE1,C11
245,3.2415472,control,LE1,C11
250,3.23937067,control,LE1,C11
255,3.20724302,control,LE1,C11
260,3.17917103,control,LE1,C11
265,3.15063044,control,LE1,C11
270,3.16865277,control,LE1,C11
275,3.2291481,control,LE1,C11
280,3.3107567,control,LE1,C11
285,3.47650918,control,LE1,C11
290,3.65083676,control,LE1,C11
295,3.81815869,control,LE1,C11
300,3.9805473,control,LE1,C11
305,4.11594692,control,LE1,C11
310,4.16162102,control,LE1,C11
315,4.19892744,control,LE1,C11
320,4.1016636,control,LE1,C11
325,4.06679448,control,LE1,C11
330,4.0187862,control,LE1,C11
335,3.98819528,control,LE1,C11
340,4.00701052,control,LE1,C11
345,4.00970591,control,LE1,C11
350,4.07849044,control,LE1,C11
355,4.17586432,control,LE1,C11
360,4.28807115,control,LE1,C11
365,4.41139736,control,LE1,C11
370,4.58583513,control,LE1,C11
375,4.73998795,control,LE1,C11
380,4.83497827,control,LE1,C11
385,4.96168102,control,LE1,C11
390,5.10533951,control,LE1,C11
395,5.12762893,control,LE1,C11
400,5.13923662,control,LE1,C11
405,4.99967968,control,LE1,C11
410,4.92128406,control,LE1,C11
415,4.80755435,control,LE1,C11
420,4.63216144,control,LE1,C11
425,4.48177058,control,LE1,C11
430,4.37159805,control,LE1,C11
435,4.40148239,control,LE1,C11
440,4.40589067,control,LE1,C11
445,4.43448839,control,LE1,C11
450,4.47673573,control,LE1,C11
455,4.54010647,control,LE1,C11
460,4.60298356,control,LE1,C11
465,4.62044445,control,LE1,C11
470,4.64192231,control,LE1,C11
475,4.76706535,control,LE1,C11
480,4.68192217,control,LE1,C11
485,4.59551165,control,LE1,C11
490,4.44894994,control,LE1,C11
495,4.38308822,control,LE1,C11
500,4.29612457,control,LE1,C11
505,4.2523309,control,LE1,C11
510,4.22019899,control,LE1,C11
515,4.13051228,control,LE1,C11
520,4.04703955,control,LE1,C11
525,4.0696349,control,LE1,C11
530,3.95727304,control,LE1,C11
535,3.89898765,control,LE1,C11
540,3.79702228,control,LE1,C11
545,3.73819027,control,LE1,C11
550,3.66771104,control,LE1,C11
555,3.66762642,control,LE1,C11
560,3.5941111,control,LE1,C11
565,3.57811612,control,LE1,C11
570,3.54552421,control,LE1,C11
575,3.47697949,control,LE1,C11
580,3.50370592,control,LE1,C11
585,3.46144195,control,LE1,C11
590,3.44150838,control,LE1,C11
595,3.42365061,control,LE1,C11
600,3.38379746,control,LE1,C11
605,3.38045041,control,LE1,C11
610,3.33401997,control,LE1,C11
615,3.3219736,control,LE1,C11
620,3.26592235,control,LE1,C11
625,3.21276563,control,LE1,C11
630,3.18646352,control,LE1,C11
635,3.13830793,control,LE1,C11
640,3.08035357,control,LE1,C11
645,3.02615042,control,LE1,C11
185,2.197717,control,RE1,C11
190,2.232692,control,RE1,C11
195,2.234713,control,RE1,C11
200,2.270432,control,RE1,C11
205,2.315744,control,RE1,C11
210,2.368751,control,RE1,C11
215,2.374053,control,RE1,C11
220,2.428702,control,RE1,C11
225,2.45627,control,RE1,C11
230,2.483719,control,RE1,C11
235,2.476198,control,RE1,C11
240,2.503397,control,RE1,C11
245,2.539331,control,RE1,C11
250,2.562323,control,RE1,C11
255,2.613244,control,RE1,C11
260,2.642146,control,RE1,C11
265,2.657693,control,RE1,C11
270,2.681241,control,RE1,C11
275,2.737644,control,RE1,C11
280,2.76323,control,RE1,C11
285,2.808686,control,RE1,C11
290,2.844549,control,RE1,C11
295,2.887812,control,RE1,C11
300,2.912238,control,RE1,C11
305,2.951892,control,RE1,C11
310,2.949912,control,RE1,C11
315,2.973166,control,RE1,C11
320,2.985704,control,RE1,C11
325,3.038185,control,RE1,C11
330,3.105355,control,RE1,C11
335,3.231475,control,RE1,C11
340,3.338275,control,RE1,C11
345,3.459274,control,RE1,C11
350,3.565617,control,RE1,C11
355,3.632374,control,RE1,C11
360,3.678281,control,RE1,C11
365,3.764564,control,RE1,C11
370,3.817783,control,RE1,C11
375,3.87263,control,RE1,C11
380,3.89942,control,RE1,C11
385,3.939552,control,RE1,C11
390,3.991447,control,RE1,C11
395,4.023372,control,RE1,C11
400,4.034626,control,RE1,C11
405,4.030701,control,RE1,C11
410,3.988558,control,RE1,C11
415,4.011935,control,RE1,C11
420,4.012738,control,RE1,C11
425,4.054363,control,RE1,C11
430,4.085304,control,RE1,C11
435,4.203661,control,RE1,C11
440,4.286771,control,RE1,C11
445,4.493865,control,RE1,C11
450,4.661234,control,RE1,C11
455,4.838404,control,RE1,C11
460,4.9293,control,RE1,C11
465,4.995363,control,RE1,C11
470,4.955879,control,RE1,C11
475,4.84614,control,RE1,C11
480,4.742695,control,RE1,C11
485,4.538712,control,RE1,C11
490,4.338149,control,RE1,C11
495,4.17108,control,RE1,C11
500,4.087595,control,RE1,C11
505,4.03206,control,RE1,C11
510,4.005666,control,RE1,C11
515,4.015051,control,RE1,C11
520,3.963449,control,RE1,C11
