wavelength,absolute_irradiance,arena,light_environment
242.204,0,horizontal,dark
242.667,0.01,horizontal,dark
243.13,0.01,horizontal,dark
243.593,-0.01,horizontal,dark
244.056,0.01,horizontal,dark
244.519,0.01,horizontal,dark
244.981,0,horizontal,dark
245.444,0,horizontal,dark
245.907,0.01,horizontal,dark
246.369,0,horizontal,dark
246.832,0,horizontal,dark
247.294,0,horizontal,dark
247.757,0,horizontal,dark
248.219,0,horizontal,dark
248.681,0,horizontal,dark
249.144,0,horizontal,dark
249.606,0,horizontal,dark
250.068,0,horizontal,dark
250.53,0.01,horizontal,dark
250.992,0,horizontal,dark
251.454,-0.01,horizontal,dark
251.916,0,horizontal,dark
252.378,-0.01,horizontal,dark
252.84,0,horizontal,dark
253.302,0.01,horizontal,dark
253.763,0,horizontal,dark
254.225,0,horizontal,dark
254.687,-0.01,horizontal,dark
255.148,0,horizontal,dark
255.61,0.01,horizontal,dark
256.071,0,horizontal,dark
256.533,0,horizontal,dark
256.994,0,horizontal,dark
257.455,-0.01,horizontal,dark
257.916,-0.01,horizontal,dark
258.378,0,horizontal,dark
258.839,0,horizontal,dark
259.3,0,horizontal,dark
259.761,0.01,horizontal,dark
260.222,0,horizontal,dark
260.683,0,horizontal,dark
261.144,0,horizontal,dark
261.605,0,horizontal,dark
262.065,0,horizontal,dark
262.526,0,horizontal,dark
262.987,0,horizontal,dark
263.447,0,horizontal,dark
263.908,-0.01,horizontal,dark
264.368,0,horizontal,dark
264.829,0,horizontal,dark
265.289,0,horizontal,dark
265.75,0,horizontal,dark
266.21,0,horizontal,dark
266.67,0,horizontal,dark
267.13,0,horizontal,dark
267.591,0,horizontal,dark
268.051,0,horizontal,dark
268.511,0,horizontal,dark
268.971,0,horizontal,dark
269.431,0,horizontal,dark
269.89,0,horizontal,dark
270.35,0,horizontal,dark
270.81,0,horizontal,dark
271.27,0,horizontal,dark
271.729,0,horizontal,dark
272.189,0,horizontal,dark
272.649,0,horizontal,dark
273.108,0,horizontal,dark
273.568,0,horizontal,dark
274.027,0,horizontal,dark
274.486,0,horizontal,dark
274.946,0.01,horizontal,dark
275.405,0,horizontal,dark
275.864,0,horizontal,dark
276.323,0,horizontal,dark
276.782,0,horizontal,dark
277.241,0,horizontal,dark
277.7,0,horizontal,dark
278.159,0,horizontal,dark
278.618,0,horizontal,dark
279.077,0.01,horizontal,dark
279.536,0,horizontal,dark
279.994,0,horizontal,dark
280.453,-0.01,horizontal,dark
280.912,0,horizontal,dark
281.37,0,horizontal,dark
281.829,0.01,horizontal,dark
282.287,-0.01,horizontal,dark
282.746,0,horizontal,dark
283.204,0,horizontal,dark
283.662,-0.01,horizontal,dark
284.12,0,horizontal,dark
284.579,-0.01,horizontal,dark
285.037,0,horizontal,dark
285.495,0,horizontal,dark
285.953,0,horizontal,dark
286.411,0,horizontal,dark
286.869,-0.01,horizontal,dark
287.327,0,horizontal,dark
287.784,0.01,horizontal,dark
288.242,0,horizontal,dark
288.7,0,horizontal,dark
289.157,0,horizontal,dark
289.615,0,horizontal,dark
290.073,0,horizontal,dark
290.53,0,horizontal,dark
290.988,0,horizontal,dark
291.445,0.01,horizontal,dark
291.902,0,horizontal,dark
292.36,0,horizontal,dark
292.817,0,horizontal,dark
293.274,0,horizontal,dark
293.731,0,horizontal,dark
294.188,0,horizontal,dark
294.645,0,horizontal,dark
295.102,0,horizontal,dark
295.559,0.01,horizontal,dark
296.016,0,horizontal,dark
296.473,0,horizontal,dark
296.929,0,horizontal,dark
297.386,0,horizontal,dark
297.843,0,horizontal,dark
298.299,0,horizontal,dark
298.756,0,horizontal,dark
299.212,0,horizontal,dark
299.669,0,horizontal,dark
300.125,0,horizontal,dark
300.581,0,horizontal,dark
301.038,0,horizontal,dark
301.494,0,horizontal,dark
301.95,0,horizontal,dark
302.406,0,horizontal,dark
302.862,0.01,horizontal,dark
303.318,0,horizontal,dark
303.774,0,horizontal,dark
304.23,0,horizontal,dark
304.686,0,horizontal,dark
305.142,0,horizontal,dark
305.597,0,horizontal,dark
306.053,0,horizontal,dark
306.509,0,horizontal,dark
306.964,0,horizontal,dark
307.42,0,horizontal,dark
307.875,0,horizontal,dark
308.331,0,horizontal,dark
308.786,0,horizontal,dark
309.241,0,horizontal,dark
309.697,-0.01,horizontal,dark
310.152,0,horizontal,dark
310.607,0,horizontal,dark
311.062,0,horizontal,dark
311.517,0,horizontal,dark
311.972,0,horizontal,dark
312.427,0,horizontal,dark
312.882,0,horizontal,dark
313.337,0,horizontal,dark
313.791,0,horizontal,dark
314.246,0,horizontal,dark
314.701,0,horizontal,dark
315.155,0,horizontal,dark
315.61,0,horizontal,dark
316.065,0,horizontal,dark
316.519,0,horizontal,dark
316.973,0,horizontal,dark
317.428,0,horizontal,dark
317.882,0,horizontal,dark
318.336,0,horizontal,dark
318.79,0,horizontal,dark
319.245,0,horizontal,dark
319.699,0,horizontal,dark
320.153,0,horizontal,dark
320.607,0,horizontal,dark
321.061,0,horizontal,dark
321.514,0,horizontal,dark
321.968,0,horizontal,dark
322.422,0,horizontal,dark
322.876,0,horizontal,dark
323.329,0,horizontal,dark
323.783,0,horizontal,dark
324.236,0,horizontal,dark
324.69,0,horizontal,dark
325.143,0,horizontal,dark
325.597,0,horizontal,dark
326.05,0,horizontal,dark
326.503,0,horizontal,dark
326.957,0,horizontal,dark
327.41,0,horizontal,dark
327.863,0,horizontal,dark
328.316,0,horizontal,dark
328.769,0,horizontal,dark
329.222,0,horizontal,dark
329.675,0,horizontal,dark
330.128,0,horizontal,dark
330.58,0,horizontal,dark
331.033,0,horizontal,dark
331.486,0,horizontal,dark
331.938,0,horizontal,dark
332.391,0,horizontal,dark
332.844,0,horizontal,dark
333.296,0,horizontal,dark
333.748,0,horizontal,dark
334.201,0,horizontal,dark
334.653,0,horizontal,dark
335.105,0,horizontal,dark
335.558,0,horizontal,dark
336.01,0,horizontal,dark
336.462,0,horizontal,dark
336.914,0,horizontal,dark
337.366,0,horizontal,dark
337.818,0,horizontal,dark
338.27,0,horizontal,dark
338.721,0,horizontal,dark
339.173,0,horizontal,dark
339.625,0,horizontal,dark
340.077,0,horizontal,dark
340.528,0,horizontal,dark
340.98,0,horizontal,dark
341.431,0,horizontal,dark
341.883,0,horizontal,dark
342.334,0,horizontal,dark
342.785,0,horizontal,dark
343.237,0,horizontal,dark
343.688,0,horizontal,dark
344.139,0,horizontal,dark
344.59,0,horizontal,dark
345.041,0,horizontal,dark
345.492,0,horizontal,dark
345.943,0,horizontal,dark
346.394,0,horizontal,dark
346.845,0,horizontal,dark
347.296,0,horizontal,dark
347.747,0,horizontal,dark
348.197,0,horizontal,dark
348.648,0,horizontal,dark
349.099,0,horizontal,dark
349.549,0,horizontal,dark
350,0,horizontal,dark
350.45,0,horizontal,dark
350.9,0,horizontal,dark
351.351,0,horizontal,dark
351.801,0,horizontal,dark
352.251,0,horizontal,dark
352.701,0,horizontal,dark
353.151,0,horizontal,dark
353.601,0,horizontal,dark
354.051,0,horizontal,dark
354.501,0,horizontal,dark
354.951,0,horizontal,dark
355.401,0,horizontal,dark
355.851,0,horizontal,dark
356.301,0,horizontal,dark
356.75,0,horizontal,dark
357.2,0,horizontal,dark
357.649,0,horizontal,dark
358.099,0,horizontal,dark
358.548,0,horizontal,dark
358.998,0,horizontal,dark
359.447,0,horizontal,dark
359.896,0,horizontal,dark
360.346,0,horizontal,dark
360.795,0,horizontal,dark
361.244,0,horizontal,dark
361.693,0,horizontal,dark
362.142,0,horizontal,dark
362.591,0,horizontal,dark
363.04,0,horizontal,dark
363.489,0,horizontal,dark
363.938,0,horizontal,dark
364.386,0,horizontal,dark
364.835,0,horizontal,dark
365.284,0,horizontal,dark
365.732,0,horizontal,dark
366.181,0,horizontal,dark
366.629,0,horizontal,dark
367.078,0,horizontal,dark
367.526,0,horizontal,dark
367.975,0,horizontal,dark
368.423,0,horizontal,dark
368.871,0,horizontal,dark
369.319,0,horizontal,dark
369.767,0,horizontal,dark
370.215,0,horizontal,dark
370.663,0,horizontal,dark
371.111,0,horizontal,dark
371.559,0,horizontal,dark
372.007,0,horizontal,dark
372.455,0,horizontal,dark
372.902,0,horizontal,dark
373.35,0,horizontal,dark
373.798,0,horizontal,dark
374.245,0,horizontal,dark
374.693,0,horizontal,dark
375.14,0,horizontal,dark
375.588,0,horizontal,dark
376.035,0,horizontal,dark
376.482,0,horizontal,dark
376.93,0,horizontal,dark
377.377,0,horizontal,dark
377.824,0,horizontal,dark
378.271,0,horizontal,dark
378.718,0,horizontal,dark
379.165,0,horizontal,dark
379.612,0.01,horizontal,dark
380.059,0,horizontal,dark
380.505,0,horizontal,dark
380.952,0,horizontal,dark
381.399,0,horizontal,dark
381.846,0,horizontal,dark
382.292,0,horizontal,dark
382.739,0,horizontal,dark
383.185,0,horizontal,dark
383.632,0,horizontal,dark
384.078,0,horizontal,dark
384.524,0,horizontal,dark
384.971,0,horizontal,dark
385.417,0,horizontal,dark
385.863,0,horizontal,dark
386.309,0,horizontal,dark
386.755,0,horizontal,dark
387.201,0,horizontal,dark
387.647,0,horizontal,dark
388.093,0,horizontal,dark
388.539,0,horizontal,dark
388.984,0,horizontal,dark
389.43,0,horizontal,dark
389.876,0,horizontal,dark
390.321,0,horizontal,dark
390.767,0,horizontal,dark
391.212,0,horizontal,dark
391.658,0,horizontal,dark
392.103,0,horizontal,dark
392.549,0,horizontal,dark
392.994,0,horizontal,dark
393.439,0,horizontal,dark
393.884,0,horizontal,dark
394.329,0,horizontal,dark
394.775,0,horizontal,dark
395.22,0,horizontal,dark
395.664,0,horizontal,dark
396.109,0,horizontal,dark
396.554,0,horizontal,dark
396.999,0,horizontal,dark
397.444,0,horizontal,dark
397.888,0,horizontal,dark
398.333,0,horizontal,dark
398.778,0,horizontal,dark
399.222,0,horizontal,dark
399.667,0,horizontal,dark
400.111,0,horizontal,dark
400.555,0,horizontal,dark
401,0,horizontal,dark
401.444,0,horizontal,dark
401.888,0,horizontal,dark
402.332,0,horizontal,dark
402.776,0,horizontal,dark
403.22,0,horizontal,dark
403.664,0,horizontal,dark
404.108,0,horizontal,dark
404.552,0,horizontal,dark
404.996,0,horizontal,dark
405.44,0,horizontal,dark
405.883,0,horizontal,dark
406.327,0,horizontal,dark
406.771,0,horizontal,dark
407.214,0,horizontal,dark
407.658,0,horizontal,dark
408.101,0,horizontal,dark
408.545,0,horizontal,dark
408.988,0,horizontal,dark
409.431,0,horizontal,dark
409.874,0,horizontal,dark
410.317,0,horizontal,dark
410.761,0,horizontal,dark
411.204,0,horizontal,dark
411.647,0,horizontal,dark
412.09,0,horizontal,dark
412.532,0,horizontal,dark
412.975,0,horizontal,dark
413.418,0,horizontal,dark
413.861,0,horizontal,dark
414.303,0,horizontal,dark
414.746,0,horizontal,dark
415.189,0,horizontal,dark
415.631,0,horizontal,dark
416.074,0,horizontal,dark
416.516,0,horizontal,dark
416.958,0,horizontal,dark
417.401,0,horizontal,dark
417.843,0,horizontal,dark
418.285,0,horizontal,dark
418.727,0,horizontal,dark
419.169,0,horizontal,dark
419.611,0,horizontal,dark
420.053,0,horizontal,dark
420.495,0,horizontal,dark
420.937,0,horizontal,dark
421.379,0,horizontal,dark
421.82,0,horizontal,dark
422.262,0,horizontal,dark
422.704,0,horizontal,dark
423.145,0,horizontal,dark
423.587,0,horizontal,dark
424.028,0,horizontal,dark
424.47,0,horizontal,dark
424.911,0,horizontal,dark
425.352,0,horizontal,dark
425.794,0,horizontal,dark
426.235,0,horizontal,dark
426.676,0,horizontal,dark
427.117,0,horizontal,dark
427.558,0,horizontal,dark
427.999,0,horizontal,dark
428.44,0,horizontal,dark
428.881,0,horizontal,dark
429.322,0,horizontal,dark
429.762,0,horizontal,dark
430.203,0,horizontal,dark
430.644,0,horizontal,dark
431.084,0,horizontal,dark
431.525,0,horizontal,dark
431.965,0,horizontal,dark
432.406,0,horizontal,dark
432.846,0,horizontal,dark
433.286,0,horizontal,dark
433.727,0,horizontal,dark
434.167,0.01,horizontal,dark
434.607,0,horizontal,dark
435.047,0,horizontal,dark
435.487,0.01,horizontal,dark
435.927,0,horizontal,dark
436.367,0.01,horizontal,dark
436.807,0,horizontal,dark
437.247,0.01,horizontal,dark
437.686,0.01,horizontal,dark
438.126,0.01,horizontal,dark
438.566,0.01,horizontal,dark
439.005,0.01,horizontal,dark
439.445,0.01,horizontal,dark
439.884,0.01,horizontal,dark
440.324,0.01,horizontal,dark
440.763,0.01,horizontal,dark
441.203,0.01,horizontal,dark
441.642,0.01,horizontal,dark
442.081,0.01,horizontal,dark
442.52,0.02,horizontal,dark
442.959,0.02,horizontal,dark
443.398,0.02,horizontal,dark
443.837,0.02,horizontal,dark
444.276,0.02,horizontal,dark
444.715,0.02,horizontal,dark
445.154,0.02,horizontal,dark
445.593,0.03,horizontal,dark
446.031,0.02,horizontal,dark
446.47,0.03,horizontal,dark
446.909,0.03,horizontal,dark
447.347,0.03,horizontal,dark
447.786,0.03,horizontal,dark
448.224,0.03,horizontal,dark
448.663,0.03,horizontal,dark
449.101,0.03,horizontal,dark
449.539,0.04,horizontal,dark
449.977,0.04,horizontal,dark
450.416,0.04,horizontal,dark
450.854,0.04,horizontal,dark
451.292,0.04,horizontal,dark
451.73,0.04,horizontal,dark
452.168,0.04,horizontal,dark
452.606,0.04,horizontal,dark
453.043,0.04,horizontal,dark
453.481,0.04,horizontal,dark
453.919,0.04,horizontal,dark
454.357,0.04,horizontal,dark
454.794,0.04,horizontal,dark
455.232,0.03,horizontal,dark
455.669,0.03,horizontal,dark
456.107,0.03,horizontal,dark
456.544,0.03,horizontal,dark
456.981,0.03,horizontal,dark
457.419,0.03,horizontal,dark
457.856,0.03,horizontal,dark
458.293,0.03,horizontal,dark
458.73,0.03,horizontal,dark
459.167,0.03,horizontal,dark
459.604,0.02,horizontal,dark
460.041,0.02,horizontal,dark
460.478,0.02,horizontal,dark
460.915,0.02,horizontal,dark
461.352,0.02,horizontal,dark
461.789,0.02,horizontal,dark
462.225,0.02,horizontal,dark
462.662,0.02,horizontal,dark
463.098,0.02,horizontal,dark
463.535,0.02,horizontal,dark
463.971,0.02,horizontal,dark
464.408,0.02,horizontal,dark
464.844,0.02,horizontal,dark
465.28,0.02,horizontal,dark
465.717,0.02,horizontal,dark
466.153,0.02,horizontal,dark
466.589,0.02,horizontal,dark
467.025,0.02,horizontal,dark
467.461,0.01,horizontal,dark
467.897,0.02,horizontal,dark
468.333,0.02,horizontal,dark
468.769,0.02,horizontal,dark
469.205,0.02,horizontal,dark
469.64,0.01,horizontal,dark
470.076,0.02,horizontal,dark
470.512,0.02,horizontal,dark
470.947,0.01,horizontal,dark
471.383,0.01,horizontal,dark
471.818,0.01,horizontal,dark
472.254,0.01,horizontal,dark
472.689,0.01,horizontal,dark
473.124,0.01,horizontal,dark
473.56,0.01,horizontal,dark
473.995,0.01,horizontal,dark
474.43,0.01,horizontal,dark
474.865,0.01,horizontal,dark
475.3,0.01,horizontal,dark
475.735,0.01,horizontal,dark
476.17,0.01,horizontal,dark
476.605,0.01,horizontal,dark
477.039,0.01,horizontal,dark
477.474,0.01,horizontal,dark
477.909,0.01,horizontal,dark
478.343,0.01,horizontal,dark
478.778,0.01,horizontal,dark
479.213,0.01,horizontal,dark
479.647,0.01,horizontal,dark
480.081,0.01,horizontal,dark
480.516,0.01,horizontal,dark
480.95,0.01,horizontal,dark
481.384,0.01,horizontal,dark
481.819,0.01,horizontal,dark
482.253,0.01,horizontal,dark
482.687,0.01,horizontal,dark
483.121,0.01,horizontal,dark
483.555,0.01,horizontal,dark
483.989,0.01,horizontal,dark
484.422,0.01,horizontal,dark
484.856,0.01,horizontal,dark
485.29,0.01,horizontal,dark
485.724,0.01,horizontal,dark
486.157,0.01,horizontal,dark
486.591,0.01,horizontal,dark
487.024,0.01,horizontal,dark
487.458,0.01,horizontal,dark
487.891,0.01,horizontal,dark
488.325,0.01,horizontal,dark
488.758,0.01,horizontal,dark
489.191,0.01,horizontal,dark
489.624,0.01,horizontal,dark
490.058,0.01,horizontal,dark
490.491,0.01,horizontal,dark
490.924,0.01,horizontal,dark
491.357,0.01,horizontal,dark
491.79,0.01,horizontal,dark
492.222,0.01,horizontal,dark
492.655,0.01,horizontal,dark
493.088,0.01,horizontal,dark
493.521,0.01,horizontal,dark
493.953,0.01,horizontal,dark
494.386,0.01,horizontal,dark
494.818,0.01,horizontal,dark
495.251,0.01,horizontal,dark
495.683,0.01,horizontal,dark
496.116,0.01,horizontal,dark
496.548,0.01,horizontal,dark
496.98,0.01,horizontal,dark
497.412,0.01,horizontal,dark
497.844,0.01,horizontal,dark
498.276,0.01,horizontal,dark
498.709,0.01,horizontal,dark
499.14,0.01,horizontal,dark
499.572,0.01,horizontal,dark
500.004,0.01,horizontal,dark
500.436,0.01,horizontal,dark
500.868,0.01,horizontal,dark
501.299,0.01,horizontal,dark
501.731,0.01,horizontal,dark
502.163,0.01,horizontal,dark
502.594,0.01,horizontal,dark
503.026,0.01,horizontal,dark
503.457,0.01,horizontal,dark
503.888,0.01,horizontal,dark
504.32,0.01,horizontal,dark
504.751,0.01,horizontal,dark
505.182,0.01,horizontal,dark
505.613,0.01,horizontal,dark
506.044,0.01,horizontal,dark
506.475,0.01,horizontal,dark
506.906,0.01,horizontal,dark
507.337,0.02,horizontal,dark
507.768,0.01,horizontal,dark
508.199,0.01,horizontal,dark
508.63,0.01,horizontal,dark
509.06,0.02,horizontal,dark
509.491,0.01,horizontal,dark
509.921,0.01,horizontal,dark
510.352,0.01,horizontal,dark
510.782,0.02,horizontal,dark
511.213,0.02,horizontal,dark
511.643,0.02,horizontal,dark
512.073,0.02,horizontal,dark
512.504,0.02,horizontal,dark
512.934,0.02,horizontal,dark
513.364,0.02,horizontal,dark
513.794,0.02,horizontal,dark
514.224,0.02,horizontal,dark
514.654,0.02,horizontal,dark
515.084,0.02,horizontal,dark
515.514,0.02,horizontal,dark
515.944,0.02,horizontal,dark
516.373,0.02,horizontal,dark
516.803,0.02,horizontal,dark
517.233,0.02,horizontal,dark
517.662,0.02,horizontal,dark
518.092,0.02,horizontal,dark
518.521,0.02,horizontal,dark
518.951,0.02,horizontal,dark
519.38,0.02,horizontal,dark
519.809,0.02,horizontal,dark
520.238,0.02,horizontal,dark
520.668,0.02,horizontal,dark
521.097,0.02,horizontal,dark
521.526,0.02,horizontal,dark
521.955,0.02,horizontal,dark
522.384,0.02,horizontal,dark
522.813,0.02,horizontal,dark
523.241,0.02,horizontal,dark
523.67,0.02,horizontal,dark
524.099,0.02,horizontal,dark
524.528,0.02,horizontal,dark
524.956,0.02,horizontal,dark
525.385,0.02,horizontal,dark
525.813,0.02,horizontal,dark
526.242,0.02,horizontal,dark
526.67,0.02,horizontal,dark
527.098,0.02,horizontal,dark
527.527,0.02,horizontal,dark
527.955,0.02,horizontal,dark
528.383,0.02,horizontal,dark
528.811,0.02,horizontal,dark
529.239,0.02,horizontal,dark
529.667,0.02,horizontal,dark
530.095,0.02,horizontal,dark
530.523,0.02,horizontal,dark
530.951,0.02,horizontal,dark
531.379,0.02,horizontal,dark
531.806,0.02,horizontal,dark
532.234,0.02,horizontal,dark
532.662,0.02,horizontal,dark
533.089,0.02,horizontal,dark
533.517,0.02,horizontal,dark
533.944,0.02,horizontal,dark
534.372,0.02,horizontal,dark
534.799,0.02,horizontal,dark
535.226,0.02,horizontal,dark
535.653,0.02,horizontal,dark
536.081,0.02,horizontal,dark
536.508,0.02,horizontal,dark
536.935,0.02,horizontal,dark
537.362,0.02,horizontal,dark
537.789,0.02,horizontal,dark
538.215,0.02,horizontal,dark
538.642,0.02,horizontal,dark
539.069,0.02,horizontal,dark
539.496,0.02,horizontal,dark
539.922,0.02,horizontal,dark
540.349,0.02,horizontal,dark
540.776,0.02,horizontal,dark
541.202,0.02,horizontal,dark
541.628,0.02,horizontal,dark
542.055,0.02,horizontal,dark
542.481,0.02,horizontal,dark
542.907,0.02,horizontal,dark
543.334,0.02,horizontal,dark
543.76,0.02,horizontal,dark
544.186,0.02,horizontal,dark
544.612,0.02,horizontal,dark
545.038,0.02,horizontal,dark
545.464,0.02,horizontal,dark
545.89,0.02,horizontal,dark
546.315,0.02,horizontal,dark
546.741,0.02,horizontal,dark
547.167,0.02,horizontal,dark
547.592,0.02,horizontal,dark
548.018,0.02,horizontal,dark
548.444,0.02,horizontal,dark
548.869,0.02,horizontal,dark
549.294,0.02,horizontal,dark
549.72,0.02,horizontal,dark
550.145,0.02,horizontal,dark
550.57,0.02,horizontal,dark
550.996,0.02,horizontal,dark
551.421,0.02,horizontal,dark
551.846,0.02,horizontal,dark
552.271,0.02,horizontal,dark
552.696,0.02,horizontal,dark
553.121,0.02,horizontal,dark
553.545,0.02,horizontal,dark
553.97,0.02,horizontal,dark
554.395,0.02,horizontal,dark
554.82,0.02,horizontal,dark
555.244,0.02,horizontal,dark
555.669,0.02,horizontal,dark
556.093,0.02,horizontal,dark
556.518,0.02,horizontal,dark
556.942,0.02,horizontal,dark
557.367,0.02,horizontal,dark
557.791,0.02,horizontal,dark
558.215,0.02,horizontal,dark
558.639,0.02,horizontal,dark
559.063,0.02,horizontal,dark
559.487,0.02,horizontal,dark
559.911,0.02,horizontal,dark
560.335,0.02,horizontal,dark
560.759,0.02,horizontal,dark
561.183,0.02,horizontal,dark
561.607,0.02,horizontal,dark
562.031,0.02,horizontal,dark
562.454,0.02,horizontal,dark
562.878,0.02,horizontal,dark
563.301,0.02,horizontal,dark
563.725,0.02,horizontal,dark
564.148,0.02,horizontal,dark
564.572,0.02,horizontal,dark
564.995,0.02,horizontal,dark
565.418,0.02,horizontal,dark
565.842,0.02,horizontal,dark
566.265,0.02,horizontal,dark
566.688,0.02,horizontal,dark
567.111,0.02,horizontal,dark
567.534,0.02,horizontal,dark
567.957,0.02,horizontal,dark
568.38,0.02,horizontal,dark
568.802,0.02,horizontal,dark
569.225,0.02,horizontal,dark
569.648,0.02,horizontal,dark
570.071,0.02,horizontal,dark
570.493,0.02,horizontal,dark
570.916,0.02,horizontal,dark
571.338,0.02,horizontal,dark
571.761,0.02,horizontal,dark
572.183,0.02,horizontal,dark
572.605,0.02,horizontal,dark
573.028,0.02,horizontal,dark
573.45,0.02,horizontal,dark
573.872,0.02,horizontal,dark
574.294,0.02,horizontal,dark
574.716,0.02,horizontal,dark
575.138,0.02,horizontal,dark
575.56,0.02,horizontal,dark
575.982,0.02,horizontal,dark
576.403,0.02,horizontal,dark
576.825,0.02,horizontal,dark
577.247,0.02,horizontal,dark
577.669,0.02,horizontal,dark
578.09,0.02,horizontal,dark
578.512,0.02,horizontal,dark
578.933,0.02,horizontal,dark
579.354,0.02,horizontal,dark
579.776,0.02,horizontal,dark
580.197,0.02,horizontal,dark
580.618,0.02,horizontal,dark
581.04,0.02,horizontal,dark
581.461,0.02,horizontal,dark
581.882,0.02,horizontal,dark
582.303,0.02,horizontal,dark
582.724,0.02,horizontal,dark
583.145,0.02,horizontal,dark
583.565,0.02,horizontal,dark
583.986,0.02,horizontal,dark
584.407,0.02,horizontal,dark
584.828,0.02,horizontal,dark
585.248,0.02,horizontal,dark
585.669,0.02,horizontal,dark
586.089,0.02,horizontal,dark
586.51,0.02,horizontal,dark
586.93,0.02,horizontal,dark
587.35,0.02,horizontal,dark
587.771,0.02,horizontal,dark
588.191,0.02,horizontal,dark
588.611,0.02,horizontal,dark
589.031,0.02,horizontal,dark
589.451,0.02,horizontal,dark
589.871,0.02,horizontal,dark
590.291,0.02,horizontal,dark
590.711,0.02,horizontal,dark
591.131,0.02,horizontal,dark
591.55,0.02,horizontal,dark
591.97,0.02,horizontal,dark
592.39,0.02,horizontal,dark
592.809,0.02,horizontal,dark
593.229,0.01,horizontal,dark
593.648,0.02,horizontal,dark
594.068,0.02,horizontal,dark
594.487,0.02,horizontal,dark
594.906,0.02,horizontal,dark
595.326,0.02,horizontal,dark
595.745,0.02,horizontal,dark
596.164,0.06,horizontal,dark
596.583,0.02,horizontal,dark
597.002,0.02,horizontal,dark
597.421,0.02,horizontal,dark
597.84,0.02,horizontal,dark
598.259,0.01,horizontal,dark
598.678,0.01,horizontal,dark
599.096,0.01,horizontal,dark
599.515,0.02,horizontal,dark
599.934,0.02,horizontal,dark
600.352,0.01,horizontal,dark
600.771,0.02,horizontal,dark
601.189,0.02,horizontal,dark
601.607,0.02,horizontal,dark
602.026,0.01,horizontal,dark
602.444,0.02,horizontal,dark
602.862,0.01,horizontal,dark
603.28,0.02,horizontal,dark
603.699,0.01,horizontal,dark
604.117,0.01,horizontal,dark
604.535,0.01,horizontal,dark
604.953,0.02,horizontal,dark
605.37,0.02,horizontal,dark
605.788,0.01,horizontal,dark
606.206,0.01,horizontal,dark
606.624,0.01,horizontal,dark
607.041,0.01,horizontal,dark
607.459,0.01,horizontal,dark
607.876,0.01,horizontal,dark
608.294,0.01,horizontal,dark
608.711,0.02,horizontal,dark
609.129,0.01,horizontal,dark
609.546,0.01,horizontal,dark
609.963,0.02,horizontal,dark
610.38,0.01,horizontal,dark
610.798,0.01,horizontal,dark
611.215,0.01,horizontal,dark
611.632,0.01,horizontal,dark
612.049,0.01,horizontal,dark
612.466,0.01,horizontal,dark
612.882,0.01,horizontal,dark
613.299,0.01,horizontal,dark
613.716,0.02,horizontal,dark
614.133,0.02,horizontal,dark
614.549,0.01,horizontal,dark
614.966,0.01,horizontal,dark
615.382,0.01,horizontal,dark
615.799,0.01,horizontal,dark
616.215,0.01,horizontal,dark
616.631,0.01,horizontal,dark
617.048,0.01,horizontal,dark
617.464,0.01,horizontal,dark
617.88,0.01,horizontal,dark
618.296,0.01,horizontal,dark
618.712,0.01,horizontal,dark
619.128,0.01,horizontal,dark
619.544,0.01,horizontal,dark
619.96,0.01,horizontal,dark
620.376,0.01,horizontal,dark
620.792,0.01,horizontal,dark
621.207,0.01,horizontal,dark
621.623,0.01,horizontal,dark
622.039,0.01,horizontal,dark
622.454,0.01,horizontal,dark
622.87,0.01,horizontal,dark
623.285,0.01,horizontal,dark
623.7,0.01,horizontal,dark
624.116,0.01,horizontal,dark
624.531,0.01,horizontal,dark
624.946,0.01,horizontal,dark
625.361,0.01,horizontal,dark
625.776,0.01,horizontal,dark
626.191,0.01,horizontal,dark
626.606,0.01,horizontal,dark
627.021,0.01,horizontal,dark
627.436,0.01,horizontal,dark
627.851,0.01,horizontal,dark
628.266,0.01,horizontal,dark
628.68,0.01,horizontal,dark
629.095,0.01,horizontal,dark
629.509,0.01,horizontal,dark
629.924,0.01,horizontal,dark
630.338,0.01,horizontal,dark
630.753,0.01,horizontal,dark
631.167,0.01,horizontal,dark
631.581,0.01,horizontal,dark
631.996,0.01,horizontal,dark
632.41,0.01,horizontal,dark
632.824,0.01,horizontal,dark
633.238,0.01,horizontal,dark
633.652,0.01,horizontal,dark
634.066,0.01,horizontal,dark
634.48,0.01,horizontal,dark
634.893,0.01,horizontal,dark
635.307,0.01,horizontal,dark
635.721,0.01,horizontal,dark
636.135,0.01,horizontal,dark
636.548,0.01,horizontal,dark
636.962,0.01,horizontal,dark
637.375,0.01,horizontal,dark
637.789,0.01,horizontal,dark
638.202,0.01,horizontal,dark
638.615,0.01,horizontal,dark
639.028,0.01,horizontal,dark
639.442,0.01,horizontal,dark
639.855,0.01,horizontal,dark
640.268,0.01,horizontal,dark
640.681,0.01,horizontal,dark
641.094,0.01,horizontal,dark
641.507,0.01,horizontal,dark
641.92,0.01,horizontal,dark
642.332,0.01,horizontal,dark
642.745,0.01,horizontal,dark
643.158,0.01,horizontal,dark
643.57,0.01,horizontal,dark
643.983,0.01,horizontal,dark
644.395,0.01,horizontal,dark
644.808,0.01,horizontal,dark
645.22,0.01,horizontal,dark
645.632,0.01,horizontal,dark
