wavelength,absolute_irradiance,arena,light_environment
1018.373,1.36,horizontal,bright
1018.727,1.96,horizontal,bright
1019.081,2.21,horizontal,bright
1019.434,2.26,horizontal,bright
1019.788,0.91,horizontal,bright
1020.141,-0.72,horizontal,bright
1020.495,-0.59,horizontal,bright
1020.848,0.12,horizontal,bright
1021.202,-0.4,horizontal,bright
1021.555,0.69,horizontal,bright
1021.908,0.53,horizontal,bright
1022.261,0.76,horizontal,bright
1022.614,-1.18,horizontal,bright
1022.968,1.6,horizontal,bright
1023.32,2.85,horizontal,bright
1023.673,1.92,horizontal,bright
1024.026,0.7,horizontal,bright
1024.379,0.44,horizontal,bright
1024.732,-0.11,horizontal,bright
1025.084,-0.65,horizontal,bright
1025.437,0.46,horizontal,bright
1025.79,1.37,horizontal,bright
1026.142,-1.61,horizontal,bright
1026.494,0.33,horizontal,bright
1026.847,-0.75,horizontal,bright
1027.199,2.28,horizontal,bright
1027.551,1.22,horizontal,bright
1027.903,0.27,horizontal,bright
1028.256,1.88,horizontal,bright
1028.608,2.01,horizontal,bright
1028.96,1.69,horizontal,bright
1029.311,-0.48,horizontal,bright
1029.663,0.95,horizontal,bright
1030.015,0.61,horizontal,bright
1030.367,0.48,horizontal,bright
1030.718,1.37,horizontal,bright
1031.07,2.06,horizontal,bright
1031.422,1.19,horizontal,bright
1031.773,-2.36,horizontal,bright
1032.124,5.59,horizontal,bright
1032.476,5.59,horizontal,bright
1032.827,5.59,horizontal,bright
189.549,0,vertical,bright
190.018,0,vertical,bright
190.487,0,vertical,bright
190.955,0,vertical,bright
191.424,0,vertical,bright
191.893,0,vertical,bright
192.361,0,vertical,bright
192.83,0,vertical,bright
193.299,0,vertical,bright
193.767,0,vertical,bright
194.235,0,vertical,bright
194.704,0,vertical,bright
195.172,0,vertical,bright
195.64,0,vertical,bright
196.109,0,vertical,bright
196.577,0,vertical,bright
197.045,0,vertical,bright
197.513,0,vertical,bright
197.981,0,vertical,bright
198.449,0,vertical,bright
198.917,0,vertical,bright
199.385,0,vertical,bright
199.853,0,vertical,bright
200.32,0.04,vertical,bright
200.788,0.06,vertical,bright
201.256,0.46,vertical,bright
201.723,0.09,vertical,bright
202.191,0.21,vertical,bright
202.658,0.31,vertical,bright
203.126,-0.01,vertical,bright
203.593,0.32,vertical,bright
204.061,0.74,vertical,bright
204.528,-0.15,vertical,bright
204.995,0.24,vertical,bright
205.462,0.03,vertical,bright
205.929,0.37,vertical,bright
206.396,0.24,vertical,bright
206.863,0.44,vertical,bright
207.33,0.24,vertical,bright
207.797,0.07,vertical,bright
208.264,0.01,vertical,bright
208.731,0.25,vertical,bright
209.198,0.29,vertical,bright
209.665,0.23,vertical,bright
210.131,0.29,vertical,bright
210.598,0.28,vertical,bright
211.064,0.12,vertical,bright
211.531,0.24,vertical,bright
211.997,0.27,vertical,bright
212.464,0.03,vertical,bright
212.93,-0.14,vertical,bright
213.396,0.13,vertical,bright
213.863,-0.01,vertical,bright
214.329,0.18,vertical,bright
214.795,0.2,vertical,bright
215.261,0.28,vertical,bright
215.727,0.27,vertical,bright
216.193,0.86,vertical,bright
216.659,0.17,vertical,bright
217.125,0.17,vertical,bright
217.591,0.13,vertical,bright
218.056,0.15,vertical,bright
218.522,0.08,vertical,bright
218.988,0.08,vertical,bright
219.453,0.22,vertical,bright
219.919,0.07,vertical,bright
220.385,0.06,vertical,bright
220.85,0.08,vertical,bright
221.315,0.1,vertical,bright
221.781,0.1,vertical,bright
222.246,0.11,vertical,bright
222.711,-0.01,vertical,bright
223.176,-0.03,vertical,bright
223.642,0.15,vertical,bright
224.107,-0.09,vertical,bright
224.572,0.13,vertical,bright
225.037,0.1,vertical,bright
225.502,0.08,vertical,bright
225.967,0.13,vertical,bright
226.431,0.11,vertical,bright
226.896,0.07,vertical,bright
227.361,-0.02,vertical,bright
227.826,0.05,vertical,bright
228.29,0.11,vertical,bright
228.755,0.05,vertical,bright
229.219,0.03,vertical,bright
229.684,0.08,vertical,bright
230.148,0.06,vertical,bright
230.612,0.1,vertical,bright
231.077,0.06,vertical,bright
231.541,0.06,vertical,bright
232.005,0.1,vertical,bright
232.469,-0.01,vertical,bright
232.933,0.05,vertical,bright
233.398,0.02,vertical,bright
233.862,0.04,vertical,bright
234.325,0.05,vertical,bright
234.789,0.01,vertical,bright
235.253,0.01,vertical,bright
235.717,0.02,vertical,bright
236.181,0.01,vertical,bright
236.644,0.02,vertical,bright
237.108,-0.04,vertical,bright
237.572,0.01,vertical,bright
238.035,0.02,vertical,bright
238.499,-0.01,vertical,bright
238.962,0.05,vertical,bright
239.425,0.04,vertical,bright
239.889,0.09,vertical,bright
240.352,0,vertical,bright
240.815,0,vertical,bright
241.278,0.05,vertical,bright
241.741,0.01,vertical,bright
242.204,0.04,vertical,bright
242.667,0.05,vertical,bright
243.13,0.08,vertical,bright
243.593,-0.01,vertical,bright
244.056,0.05,vertical,bright
244.519,0.03,vertical,bright
244.981,0.02,vertical,bright
245.444,0.01,vertical,bright
245.907,0.04,vertical,bright
246.369,0.04,vertical,bright
246.832,0.04,vertical,bright
247.294,0,vertical,bright
247.757,0,vertical,bright
248.219,0,vertical,bright
248.681,0.03,vertical,bright
249.144,0.03,vertical,bright
249.606,0.04,vertical,bright
250.068,0.02,vertical,bright
250.53,0.02,vertical,bright
250.992,0.02,vertical,bright
251.454,0,vertical,bright
251.916,0.02,vertical,bright
252.378,0.03,vertical,bright
252.84,0.04,vertical,bright
253.302,0.04,vertical,bright
253.763,0.03,vertical,bright
254.225,0.03,vertical,bright
254.687,-0.01,vertical,bright
255.148,0.04,vertical,bright
255.61,0.02,vertical,bright
256.071,-0.01,vertical,bright
256.533,0.01,vertical,bright
256.994,0,vertical,bright
257.455,-0.01,vertical,bright
257.916,0,vertical,bright
258.378,0.02,vertical,bright
258.839,0.01,vertical,bright
259.3,0.01,vertical,bright
259.761,0.06,vertical,bright
260.222,0.04,vertical,bright
260.683,0.01,vertical,bright
261.144,0.04,vertical,bright
261.605,-0.01,vertical,bright
262.065,0.05,vertical,bright
262.526,0.02,vertical,bright
262.987,0.01,vertical,bright
263.447,0.01,vertical,bright
263.908,0,vertical,bright
264.368,0.01,vertical,bright
264.829,0.02,vertical,bright
265.289,0.03,vertical,bright
265.75,0.02,vertical,bright
266.21,0.01,vertical,bright
266.67,0.03,vertical,bright
267.13,0,vertical,bright
267.591,0.01,vertical,bright
268.051,0.02,vertical,bright
268.511,0.02,vertical,bright
268.971,0,vertical,bright
269.431,0.03,vertical,bright
269.89,0.01,vertical,bright
270.35,0.03,vertical,bright
270.81,0,vertical,bright
271.27,0,vertical,bright
271.729,0.01,vertical,bright
272.189,0.03,vertical,bright
272.649,0,vertical,bright
273.108,0.03,vertical,bright
273.568,0.01,vertical,bright
274.027,0.02,vertical,bright
274.486,0.01,vertical,bright
274.946,0.05,vertical,bright
275.405,0,vertical,bright
275.864,-0.01,vertical,bright
276.323,0.03,vertical,bright
276.782,0.01,vertical,bright
277.241,0,vertical,bright
277.7,0.01,vertical,bright
278.159,0.01,vertical,bright
278.618,0.03,vertical,bright
279.077,0.04,vertical,bright
279.536,0.02,vertical,bright
279.994,0.01,vertical,bright
280.453,0,vertical,bright
280.912,0,vertical,bright
281.37,0.04,vertical,bright
281.829,0.02,vertical,bright
282.287,0,vertical,bright
282.746,0,vertical,bright
283.204,0,vertical,bright
283.662,-0.01,vertical,bright
284.12,0.02,vertical,bright
284.579,-0.01,vertical,bright
285.037,0.03,vertical,bright
285.495,0.02,vertical,bright
285.953,0.03,vertical,bright
286.411,0.02,vertical,bright
286.869,0.01,vertical,bright
287.327,0.01,vertical,bright
287.784,0.01,vertical,bright
288.242,0,vertical,bright
288.7,0.02,vertical,bright
289.157,0.02,vertical,bright
289.615,0.02,vertical,bright
290.073,0.02,vertical,bright
290.53,0.01,vertical,bright
290.988,-0.01,vertical,bright
291.445,0.03,vertical,bright
291.902,0.03,vertical,bright
292.36,0.02,vertical,bright
292.817,-0.01,vertical,bright
293.274,0.01,vertical,bright
293.731,0.03,vertical,bright
294.188,0.01,vertical,bright
294.645,-0.01,vertical,bright
295.102,0.03,vertical,bright
295.559,0.05,vertical,bright
296.016,0.02,vertical,bright
296.473,0,vertical,bright
296.929,0.03,vertical,bright
297.386,0.02,vertical,bright
297.843,0,vertical,bright
298.299,0,vertical,bright
298.756,0,vertical,bright
299.212,0,vertical,bright
299.669,0,vertical,bright
300.125,0.01,vertical,bright
300.581,0.01,vertical,bright
301.038,0.02,vertical,bright
301.494,0,vertical,bright
301.95,0.02,vertical,bright
302.406,-0.01,vertical,bright
302.862,0.03,vertical,bright
303.318,0,vertical,bright
303.774,0,vertical,bright
304.23,0.01,vertical,bright
304.686,0.03,vertical,bright
305.142,0.01,vertical,bright
305.597,0.01,vertical,bright
306.053,0.03,vertical,bright
306.509,0.03,vertical,bright
306.964,-0.01,vertical,bright
307.42,0,vertical,bright
307.875,0.02,vertical,bright
308.331,0.02,vertical,bright
308.786,0.01,vertical,bright
309.241,0.02,vertical,bright
309.697,-0.01,vertical,bright
310.152,0.02,vertical,bright
310.607,0.01,vertical,bright
311.062,0.01,vertical,bright
311.517,0.01,vertical,bright
311.972,0.01,vertical,bright
312.427,0,vertical,bright
312.882,-0.01,vertical,bright
313.337,0.01,vertical,bright
313.791,0.03,vertical,bright
314.246,0,vertical,bright
314.701,0.01,vertical,bright
315.155,0.03,vertical,bright
315.61,0,vertical,bright
316.065,0.02,vertical,bright
316.519,0,vertical,bright
316.973,0.01,vertical,bright
317.428,0.01,vertical,bright
317.882,0,vertical,bright
318.336,0.01,vertical,bright
318.79,0.02,vertical,bright
319.245,0.01,vertical,bright
319.699,0.01,vertical,bright
320.153,0.01,vertical,bright
320.607,0.01,vertical,bright
321.061,0,vertical,bright
321.514,0.01,vertical,bright
321.968,0.02,vertical,bright
322.422,0,vertical,bright
322.876,0.01,vertical,bright
323.329,0,vertical,bright
323.783,0,vertical,bright
324.236,0.01,vertical,bright
324.69,0.02,vertical,bright
325.143,0.01,vertical,bright
325.597,0.01,vertical,bright
326.05,0,vertical,bright
326.503,0,vertical,bright
326.957,0.01,vertical,bright
327.41,0,vertical,bright
327.863,0,vertical,bright
328.316,0,vertical,bright
328.769,0.01,vertical,bright
329.222,0.01,vertical,bright
329.675,0.01,vertical,bright
330.128,0.01,vertical,bright
330.58,0.01,vertical,bright
331.033,0.02,vertical,bright
331.486,0.01,vertical,bright
331.938,0.01,vertical,bright
332.391,0.01,vertical,bright
332.844,0,vertical,bright
333.296,0,vertical,bright
333.748,0,vertical,bright
334.201,0,vertical,bright
334.653,0.01,vertical,bright
335.105,0,vertical,bright
335.558,0.01,vertical,bright
336.01,0.01,vertical,bright
336.462,0.02,vertical,bright
336.914,0.01,vertical,bright
337.366,0.02,vertical,bright
337.818,0.01,vertical,bright
338.27,0.01,vertical,bright
338.721,0.01,vertical,bright
339.173,0.01,vertical,bright
339.625,0,vertical,bright
340.077,0,vertical,bright
340.528,0,vertical,bright
340.98,0.01,vertical,bright
341.431,0.01,vertical,bright
341.883,0.01,vertical,bright
342.334,0.01,vertical,bright
342.785,0.02,vertical,bright
343.237,0.01,vertical,bright
343.688,-0.01,vertical,bright
344.139,0.01,vertical,bright
344.59,0.02,vertical,bright
345.041,0.01,vertical,bright
345.492,0,vertical,bright
345.943,-0.01,vertical,bright
346.394,0.01,vertical,bright
346.845,-0.01,vertical,bright
347.296,-0.01,vertical,bright
347.747,0.01,vertical,bright
348.197,-0.01,vertical,bright
348.648,0.02,vertical,bright
349.099,0,vertical,bright
349.549,0,vertical,bright
350,0.01,vertical,bright
350.45,0.02,vertical,bright
350.9,0,vertical,bright
351.351,0.01,vertical,bright
351.801,0,vertical,bright
352.251,0.01,vertical,bright
352.701,0,vertical,bright
353.151,0,vertical,bright
353.601,0.01,vertical,bright
354.051,0.02,vertical,bright
354.501,0,vertical,bright
354.951,0.01,vertical,bright
355.401,0.01,vertical,bright
355.851,0,vertical,bright
356.301,0.01,vertical,bright
356.75,0.01,vertical,bright
357.2,0,vertical,bright
357.649,0.01,vertical,bright
358.099,0,vertical,bright
358.548,0,vertical,bright
358.998,0.01,vertical,bright
359.447,0.01,vertical,bright
359.896,0,vertical,bright
360.346,0.02,vertical,bright
360.795,0.01,vertical,bright
361.244,0.02,vertical,bright
361.693,0.02,vertical,bright
362.142,0.02,vertical,bright
362.591,0.01,vertical,bright
363.04,0.01,vertical,bright
363.489,0.01,vertical,bright
363.938,0.02,vertical,bright
364.386,0.01,vertical,bright
364.835,0.01,vertical,bright
365.284,0.01,vertical,bright
365.732,0,vertical,bright
366.181,0.02,vertical,bright
366.629,0.01,vertical,bright
367.078,0.02,vertical,bright
367.526,0.02,vertical,bright
367.975,0.02,vertical,bright
368.423,0.01,vertical,bright
368.871,0.02,vertical,bright
369.319,0.02,vertical,bright
369.767,0.01,vertical,bright
370.215,0.03,vertical,bright
370.663,0.02,vertical,bright
371.111,0.01,vertical,bright
371.559,0.02,vertical,bright
372.007,0.01,vertical,bright
372.455,0.03,vertical,bright
372.902,0.03,vertical,bright
373.35,0.03,vertical,bright
373.798,0.02,vertical,bright
374.245,0.04,vertical,bright
374.693,0.03,vertical,bright
375.14,0.03,vertical,bright
375.588,0.04,vertical,bright
376.035,0.04,vertical,bright
376.482,0.04,vertical,bright
376.93,0.05,vertical,bright
377.377,0.05,vertical,bright
377.824,0.08,vertical,bright
378.271,0.07,vertical,bright
378.718,0.08,vertical,bright
379.165,0.08,vertical,bright
379.612,0.11,vertical,bright
380.059,0.11,vertical,bright
380.505,0.12,vertical,bright
380.952,0.13,vertical,bright
381.399,0.14,vertical,bright
381.846,0.16,vertical,bright
382.292,0.16,vertical,bright
382.739,0.19,vertical,bright
383.185,0.21,vertical,bright
383.632,0.22,vertical,bright
384.078,0.27,vertical,bright
384.524,0.28,vertical,bright
384.971,0.31,vertical,bright
385.417,0.34,vertical,bright
385.863,0.37,vertical,bright
386.309,0.41,vertical,bright
386.755,0.5,vertical,bright
387.201,0.51,vertical,bright
387.647,0.62,vertical,bright
388.093,0.65,vertical,bright
388.539,0.69,vertical,bright
388.984,0.78,vertical,bright
389.43,0.91,vertical,bright
389.876,0.97,vertical,bright
390.321,1.03,vertical,bright
390.767,1.19,vertical,bright
391.212,1.29,vertical,bright
391.658,1.45,vertical,bright
392.103,1.55,vertical,bright
392.549,1.68,vertical,bright
392.994,1.85,vertical,bright
393.439,2.07,vertical,bright
393.884,2.21,vertical,bright
394.329,2.38,vertical,bright
394.775,2.54,vertical,bright
395.22,3.06,vertical,bright
395.664,3.07,vertical,bright
396.109,3.2,vertical,bright
396.554,3.7,vertical,bright
396.999,4.21,vertical,bright
397.444,4.27,vertical,bright
397.888,4.71,vertical,bright
398.333,4.73,vertical,bright
398.778,5.41,vertical,bright
399.222,6.03,vertical,bright
399.667,5.92,vertical,bright
400.111,6.01,vertical,bright
400.555,6.44,vertical,bright
401,6.83,vertical,bright
401.444,6.85,vertical,bright
401.888,7.03,vertical,bright
402.332,7.27,vertical,bright
402.776,6.97,vertical,bright
403.22,7.2,vertical,bright
403.664,6.75,vertical,bright
404.108,6.4,vertical,bright
404.552,6.35,vertical,bright
404.996,6.22,vertical,bright
405.44,6.05,vertical,bright
405.883,5.54,vertical,bright
406.327,5.35,vertical,bright
406.771,5.11,vertical,bright
407.214,4.93,vertical,bright
407.658,4.78,vertical,bright
408.101,4.25,vertical,bright
408.545,4.21,vertical,bright
408.988,4.01,vertical,bright
409.431,3.81,vertical,bright
409.874,3.56,vertical,bright
410.317,3.42,vertical,bright
410.761,3.47,vertical,bright
411.204,3.46,vertical,bright
411.647,3.17,vertical,bright
412.09,3.1,vertical,bright
412.532,2.91,vertical,bright
412.975,2.87,vertical,bright
413.418,2.79,vertical,bright
413.861,2.79,vertical,bright
414.303,2.68,vertical,bright
414.746,2.49,vertical,bright
415.189,2.44,vertical,bright
415.631,2.16,vertical,bright
416.074,2.15,vertical,bright
416.516,2.14,vertical,bright
416.958,1.94,vertical,bright
417.401,1.83,vertical,bright
417.843,1.77,vertical,bright
418.285,1.64,vertical,bright
418.727,1.55,vertical,bright
419.169,1.42,vertical,bright
419.611,1.34,vertical,bright
420.053,1.24,vertical,bright
420.495,1.23,vertical,bright
420.937,1.23,vertical,bright
421.379,1.15,vertical,bright
421.82,1.06,vertical,bright
422.262,1.06,vertical,bright
422.704,1.05,vertical,bright
423.145,0.94,vertical,bright
423.587,0.91,vertical,bright
424.028,0.91,vertical,bright
424.47,0.85,vertical,bright
424.911,0.85,vertical,bright
425.352,0.82,vertical,bright
425.794,0.81,vertical,bright
426.235,0.79,vertical,bright
426.676,0.83,vertical,bright
427.117,0.73,vertical,bright
427.558,0.76,vertical,bright
427.999,0.72,vertical,bright
428.44,0.76,vertical,bright
428.881,0.73,vertical,bright
429.322,0.7,vertical,bright
429.762,0.68,vertical,bright
430.203,0.68,vertical,bright
430.644,0.69,vertical,bright
431.084,0.68,vertical,bright
431.525,0.65,vertical,bright
431.965,0.67,vertical,bright
432.406,0.66,vertical,bright
432.846,0.69,vertical,bright
433.286,0.71,vertical,bright
433.727,0.68,vertical,bright
434.167,0.72,vertical,bright
434.607,0.73,vertical,bright
435.047,0.71,vertical,bright
435.487,0.82,vertical,bright
435.927,0.84,vertical,bright
436.367,0.93,vertical,bright
436.807,0.84,vertical,bright
437.247,0.85,vertical,bright
437.686,0.81,vertical,bright
438.126,0.78,vertical,bright
438.566,0.8,vertical,bright
439.005,0.82,vertical,bright
439.445,0.84,vertical,bright
439.884,0.91,vertical,bright
440.324,0.89,vertical,bright
440.763,0.9,vertical,bright
441.203,0.9,vertical,bright
441.642,0.96,vertical,bright
442.081,0.98,vertical,bright
442.52,1,vertical,bright
442.959,1.05,vertical,bright
443.398,1.06,vertical,bright
443.837,1.09,vertical,bright
444.276,1.15,vertical,bright
444.715,1.2,vertical,bright
445.154,1.19,vertical,bright
445.593,1.3,vertical,bright
446.031,1.36,vertical,bright
446.47,1.39,vertical,bright
446.909,1.42,vertical,bright
447.347,1.45,vertical,bright
447.786,1.54,vertical,bright
448.224,1.58,vertical,bright
448.663,1.6,vertical,bright
449.101,1.63,vertical,bright
449.539,1.75,vertical,bright
449.977,1.69,vertical,bright
450.416,1.73,vertical,bright
450.854,1.78,vertical,bright
451.292,1.8,vertical,bright
451.73,1.82,vertical,bright
452.168,1.81,vertical,bright
452.606,1.83,vertical,bright
453.043,1.78,vertical,bright
453.481,1.76,vertical,bright
453.919,1.73,vertical,bright
454.357,1.71,vertical,bright
454.794,1.64,vertical,bright
455.232,1.58,vertical,bright
455.669,1.51,vertical,bright
456.107,1.48,vertical,bright
456.544,1.45,vertical,bright
456.981,1.42,vertical,bright
457.419,1.4,vertical,bright
457.856,1.31,vertical,bright
458.293,1.24,vertical,bright
458.73,1.25,vertical,bright
459.167,1.2,vertical,bright
459.604,1.13,vertical,bright
460.041,1.12,vertical,bright
460.478,1.09,vertical,bright
460.915,1.05,vertical,bright
461.352,1.04,vertical,bright
461.789,1.06,vertical,bright
462.225,0.97,vertical,bright
462.662,1.01,vertical,bright
463.098,1.03,vertical,bright
463.535,1,vertical,bright
463.971,0.95,vertical,bright
464.408,0.93,vertical,bright
464.844,0.95,vertical,bright
465.28,0.91,vertical,bright
465.717,0.92,vertical,bright
466.153,0.92,vertical,bright
466.589,0.91,vertical,bright
467.025,0.87,vertical,bright
467.461,0.85,vertical,bright
467.897,0.89,vertical,bright
468.333,0.85,vertical,bright
468.769,0.82,vertical,bright
469.205,0.81,vertical,bright
469.64,0.79,vertical,bright
470.076,0.77,vertical,bright
470.512,0.76,vertical,bright
470.947,0.75,vertical,bright
471.383,0.73,vertical,bright
471.818,0.71,vertical,bright
472.254,0.68,vertical,bright
472.689,0.68,vertical,bright
473.124,0.65,vertical,bright
473.56,0.66,vertical,bright
473.995,0.62,vertical,bright
474.43,0.63,vertical,bright
474.865,0.6,vertical,bright
475.3,0.59,vertical,bright
475.735,0.58,vertical,bright
476.17,0.57,vertical,bright
476.605,0.54,vertical,bright
477.039,0.54,vertical,bright
477.474,0.54,vertical,bright
477.909,0.54,vertical,bright
478.343,0.53,vertical,bright
478.778,0.55,vertical,bright
479.213,0.51,vertical,bright
479.647,0.51,vertical,bright
480.081,0.51,vertical,bright
480.516,0.52,vertical,bright
480.95,0.52,vertical,bright
481.384,0.51,vertical,bright
481.819,0.51,vertical,bright
482.253,0.49,vertical,bright
482.687,0.5,vertical,bright
483.121,0.5,vertical,bright
483.555,0.5,vertical,bright
483.989,0.5,vertical,bright
484.422,0.5,vertical,bright
484.856,0.49,vertical,bright
485.29,0.51,vertical,bright
485.724,0.52,vertical,bright
486.157,0.52,vertical,bright
486.591,0.53,vertical,bright
487.024,0.53,vertical,bright
487.458,0.54,vertical,bright
487.891,0.52,vertical,bright
488.325,0.52,vertical,bright
488.758,0.53,vertical,bright
489.191,0.52,vertical,bright
489.624,0.53,vertical,bright
490.058,0.54,vertical,bright
490.491,0.52,vertical,bright
490.924,0.51,vertical,bright
491.357,0.52,vertical,bright
491.79,0.52,vertical,bright
492.222,0.52,vertical,bright
492.655,0.52,vertical,bright
493.088,0.52,vertical,bright
493.521,0.53,vertical,bright
493.953,0.53,vertical,bright
494.386,0.54,vertical,bright
494.818,0.54,vertical,bright
495.251,0.53,vertical,bright
495.683,0.54,vertical,bright
496.116,0.53,vertical,bright
496.548,0.54,vertical,bright
496.98,0.55,vertical,bright
497.412,0.55,vertical,bright
497.844,0.55,vertical,bright
498.276,0.55,vertical,bright
498.709,0.56,vertical,bright
499.14,0.56,vertical,bright
499.572,0.57,vertical,bright
500.004,0.56,vertical,bright
500.436,0.57,vertical,bright
500.868,0.56,vertical,bright
501.299,0.57,vertical,bright
501.731,0.58,vertical,bright
502.163,0.58,vertical,bright
502.594,0.59,vertical,bright
503.026,0.59,vertical,bright
503.457,0.59,vertical,bright
503.888,0.59,vertical,bright
504.32,0.59,vertical,bright
504.751,0.6,vertical,bright
505.182,0.6,vertical,bright
505.613,0.6,vertical,bright
506.044,0.6,vertical,bright
506.475,0.6,vertical,bright
506.906,0.61,vertical,bright
507.337,0.61,vertical,bright
507.768,0.61,vertical,bright
508.199,0.63,vertical,bright
508.63,0.62,vertical,bright
509.06,0.63,vertical,bright
509.491,0.62,vertical,bright
509.921,0.62,vertical,bright
510.352,0.62,vertical,bright
510.782,0.65,vertical,bright
511.213,0.64,vertical,bright
511.643,0.63,vertical,bright
512.073,0.62,vertical,bright
512.504,0.64,vertical,bright
512.934,0.65,vertical,bright
513.364,0.65,vertical,bright
513.794,0.64,vertical,bright
514.224,0.65,vertical,bright
514.654,0.64,vertical,bright
515.084,0.65,vertical,bright
515.514,0.66,vertical,bright
515.944,0.65,vertical,bright
516.373,0.66,vertical,bright
516.803,0.66,vertical,bright
517.233,0.65,vertical,bright
517.662,0.65,vertical,bright
518.092,0.65,vertical,bright
518.521,0.65,vertical,bright
518.951,0.67,vertical,bright
519.38,0.67,vertical,bright
519.809,0.66,vertical,bright
520.238,0.65,vertical,bright
520.668,0.66,vertical,bright
521.097,0.67,vertical,bright
521.526,0.67,vertical,bright
521.955,0.66,vertical,bright
522.384,0.66,vertical,bright
522.813,0.66,vertical,bright
523.241,0.67,vertical,bright
523.67,0.66,vertical,bright
524.099,0.67,vertical,bright
524.528,0.67,vertical,bright
524.956,0.67,vertical,bright
525.385,0.66,vertical,bright
525.813,0.66,vertical,bright
526.242,0.67,vertical,bright
526.67,0.67,vertical,bright
527.098,0.68,vertical,bright
527.527,0.68,vertical,bright
527.955,0.67,vertical,bright
528.383,0.67,vertical,bright
528.811,0.67,vertical,bright
529.239,0.68,vertical,bright
529.667,0.67,vertical,bright
530.095,0.67,vertical,bright
530.523,0.67,vertical,bright
530.951,0.68,vertical,bright
531.379,0.68,vertical,bright
531.806,0.68,vertical,bright
532.234,0.67,vertical,bright
532.662,0.66,vertical,bright
533.089,0.7,vertical,bright
533.517,0.67,vertical,bright
533.944,0.68,vertical,bright
534.372,0.68,vertical,bright
534.799,0.68,vertical,bright
535.226,0.68,vertical,bright
535.653,0.67,vertical,bright
536.081,0.69,vertical,bright
536.508,0.68,vertical,bright
536.935,0.68,vertical,bright
537.362,0.68,vertical,bright
537.789,0.7,vertical,bright
538.215,0.69,vertical,bright
538.642,0.71,vertical,bright
539.069,0.7,vertical,bright
539.496,0.72,vertical,bright
539.922,0.73,vertical,bright
540.349,0.74,vertical,bright
540.776,0.75,vertical,bright
541.202,0.77,vertical,bright
541.628,0.81,vertical,bright
542.055,0.84,vertical,bright
542.481,0.89,vertical,bright
542.907,0.93,vertical,bright
543.334,0.94,vertical,bright
543.76,0.93,vertical,bright
544.186,0.94,vertical,bright
544.612,0.93,vertical,bright
545.038,0.92,vertical,bright
545.464,0.94,vertical,bright
545.89,0.95,vertical,bright
546.315,0.94,vertical,bright
546.741,0.91,vertical,bright
547.167,0.85,vertical,bright
547.592,0.81,vertical,bright
548.018,0.79,vertical,bright
548.444,0.78,vertical,bright
548.869,0.76,vertical,bright
549.294,0.76,vertical,bright
549.72,0.76,vertical,bright
550.145,0.75,vertical,bright
550.57,0.76,vertical,bright
550.996,0.75,vertical,bright
551.421,0.74,vertical,bright
551.846,0.75,vertical,bright
552.271,0.74,vertical,bright
552.696,0.74,vertical,bright
553.121,0.73,vertical,bright
553.545,0.74,vertical,bright
553.97,0.73,vertical,bright
554.395,0.73,vertical,bright
554.82,0.72,vertical,bright
555.244,0.69,vertical,bright
555.669,0.7,vertical,bright
556.093,0.71,vertical,bright
556.518,0.7,vertical,bright
556.942,0.71,vertical,bright
557.367,0.69,vertical,bright
557.791,0.7,vertical,bright
558.215,0.7,vertical,bright
558.639,0.7,vertical,bright
559.063,0.71,vertical,bright
559.487,0.7,vertical,bright
559.911,0.69,vertical,bright
560.335,0.7,vertical,bright
560.759,0.71,vertical,bright
561.183,0.7,vertical,bright
561.607,0.69,vertical,bright
562.031,0.7,vertical,bright
562.454,0.69,vertical,bright
562.878,0.71,vertical,bright
563.301,0.7,vertical,bright
563.725,0.69,vertical,bright
564.148,0.7,vertical,bright
564.572,0.71,vertical,bright
564.995,0.7,vertical,bright
565.418,0.69,vertical,bright
565.842,0.71,vertical,bright
566.265,0.69,vertical,bright
566.688,0.71,vertical,bright
567.111,0.69,vertical,bright
567.534,0.69,vertical,bright
567.957,0.69,vertical,bright
568.38,0.69,vertical,bright
568.802,0.7,vertical,bright
569.225,0.7,vertical,bright
569.648,0.69,vertical,bright
570.071,0.69,vertical,bright
570.493,0.71,vertical,bright
570.916,0.69,vertical,bright
571.338,0.69,vertical,bright
571.761,0.7,vertical,bright
572.183,0.69,vertical,bright
572.605,0.69,vertical,bright
573.028,0.68,vertical,bright
573.45,0.7,vertical,bright
573.872,0.68,vertical,bright
574.294,0.7,vertical,bright
574.716,0.69,vertical,bright
575.138,0.69,vertical,bright
575.56,0.69,vertical,bright
575.982,0.69,vertical,bright
576.403,0.71,vertical,bright
576.825,0.71,vertical,bright
577.247,0.71,vertical,bright
577.669,0.71,vertical,bright
578.09,0.7,vertical,bright
578.512,0.7,vertical,bright
578.933,0.69,vertical,bright
579.354,0.72,vertical,bright
579.776,0.72,vertical,bright
580.197,0.73,vertical,bright
580.618,0.71,vertical,bright
581.04,0.71,vertical,bright
581.461,0.71,vertical,bright
581.882,0.71,vertical,bright
582.303,0.71,vertical,bright
582.724,0.7,vertical,bright
583.145,0.73,vertical,bright
583.565,0.73,vertical,bright
583.986,0.73,vertical,bright
584.407,0.72,vertical,bright
584.828,0.71,vertical,bright
585.248,0.72,vertical,bright
585.669,0.7,vertical,bright
586.089,0.71,vertical,bright
586.51,0.72,vertical,bright
586.93,0.72,vertical,bright
